"","flybasecg","flybase","pass.min.cells","is.mito","chr","start","end","strand","transcript.length"
"lncRNA:CR45638","CR45638","FBgn0267198",FALSE,FALSE,"3R",16209248,16209484,"-",237
"lncRNA:CR45637","CR45637","FBgn0267197",FALSE,FALSE,"3R",16209425,16209833,"+",409
"lncRNA:CR45642","CR45642","FBgn0267202",FALSE,FALSE,"3R",16213488,16213787,"+",300
"lncRNA:CR45641","CR45641","FBgn0267201",FALSE,FALSE,"3R",16214278,16214957,"+",680
"lncRNA:CR45643","CR45643","FBgn0267203",TRUE,FALSE,"3R",16223395,16223854,"+",460
"tara","CG6889","FBgn0040071",TRUE,FALSE,"3R",16225651,16260329,"+",34679
"bor","CG6815","FBgn0287225",TRUE,FALSE,"3R",16261355,16264115,"-",2761
"asun","CG6814","FBgn0020407",TRUE,FALSE,"3R",16264271,16266891,"+",2621
"Mst89B","CG6864","FBgn0020399",TRUE,FALSE,"3R",16267012,16268433,"+",1422
"Mat89Ba","CG12785","FBgn0261286",TRUE,FALSE,"3R",16268329,16272415,"-",4087
"gish","CG6963","FBgn0250823",TRUE,FALSE,"3R",16272452,16304768,"+",32317
"Zip89B","CG6898","FBgn0038412",TRUE,FALSE,"3R",16305758,16308700,"+",2943
"Sulf1","CG6725","FBgn0040271",TRUE,FALSE,"3R",16310542,16339575,"-",29034
"tRNA:Phe-GAA-1-8","CR31586","FBgn0011858",FALSE,FALSE,"3R",16321403,16321475,"+",73
"tRNA:Val-AAC-1-1","CR31587","FBgn0012011",FALSE,FALSE,"3R",16321690,16321762,"+",73
"CG44044","CG44044","FBgn0264836",TRUE,FALSE,"3R",16321838,16322189,"+",352
"CG6901","CG6901","FBgn0038414",FALSE,FALSE,"3R",16323415,16325128,"+",1714
"CG17929","CG17929","FBgn0038415",FALSE,FALSE,"3R",16325492,16327331,"+",1840
"CG17930","CG17930","FBgn0038416",TRUE,FALSE,"3R",16327849,16329622,"+",1774
"SF2","CG6987","FBgn0283477",TRUE,FALSE,"3R",16338943,16341988,"-",3046
"pad","CG10309","FBgn0038418",TRUE,FALSE,"3R",16342318,16345829,"+",3512
"CG14879","CG14879","FBgn0038419",TRUE,FALSE,"3R",16345825,16349226,"-",3402
"Manf","CG7013","FBgn0027095",TRUE,FALSE,"3R",16349404,16350801,"+",1398
"CG10311","CG10311","FBgn0038420",TRUE,FALSE,"3R",16350786,16357015,"-",6230
"CG17931","CG17931","FBgn0038421",TRUE,FALSE,"3R",16357535,16359466,"-",1932
"CG42446","CG42446","FBgn0259917",TRUE,FALSE,"3R",16358144,16360108,"-",1965
"CG14880","CG14880","FBgn0038422",TRUE,FALSE,"3R",16360329,16368306,"-",7978
"CG10317","CG10317","FBgn0038423",TRUE,FALSE,"3R",16368855,16370533,"-",1679
"lncRNA:CR45193","CR45193","FBgn0266703",FALSE,FALSE,"3R",16371578,16372778,"-",1201
"ss","CG6993","FBgn0003513",FALSE,FALSE,"3R",16374434,16403690,"-",29257
"lncRNA:CR45630","CR45630","FBgn0267190",TRUE,FALSE,"3R",16406641,16407107,"+",467
"tRNA:Thr-AGT-1-3","CR31497","FBgn0051497",FALSE,FALSE,"3R",16424987,16425060,"-",74
"lncRNA:CR45631","CR45631","FBgn0267191",FALSE,FALSE,"3R",16428304,16429053,"+",750
"CG31279","CG31279","FBgn0051279",TRUE,FALSE,"3R",16430681,16432897,"+",2217
"tRNA:Thr-AGT-1-4","CR31282","FBgn0051282",FALSE,FALSE,"3R",16431940,16432013,"+",74
"Fntb","CG17565","FBgn0038424",TRUE,FALSE,"3R",16432998,16434740,"+",1743
"CG14881","CG14881","FBgn0038425",TRUE,FALSE,"3R",16434899,16436066,"+",1168
"mRpS33","CG10406","FBgn0038426",TRUE,FALSE,"3R",16436045,16436597,"-",553
"ema","CG12753","FBgn0038427",TRUE,FALSE,"3R",16436880,16441661,"-",4782
"CG14894","CG14894","FBgn0038428",TRUE,FALSE,"3R",16441843,16443007,"-",1165
"CG14882","CG14882","FBgn0038429",TRUE,FALSE,"3R",16443207,16445010,"+",1804
"Pak3","CG14895","FBgn0044826",TRUE,FALSE,"3R",16445007,16453821,"-",8815
"CG10405","CG10405","FBgn0038431",TRUE,FALSE,"3R",16454492,16455797,"+",1306
"CG14883","CG14883","FBgn0038432",TRUE,FALSE,"3R",16456052,16458233,"+",2182
"CG42232","CG42232","FBgn0250754",TRUE,FALSE,"3R",16458280,16469663,"-",11384
"CSN5","CG14884","FBgn0027053",TRUE,FALSE,"3R",16470099,16471406,"+",1308
"Gyc89Da","CG14885","FBgn0038435",FALSE,FALSE,"3R",16472601,16475477,"+",2877
"asRNA:CR46029","CR46029","FBgn0267693",FALSE,FALSE,"3R",16473229,16480850,"-",7622
"Gyc89Db","CG14886","FBgn0038436",FALSE,FALSE,"3R",16477110,16481070,"+",3961
"Dhfr","CG14887","FBgn0004087",TRUE,FALSE,"3R",16481167,16481878,"+",712
"Sdhaf3","CG14898","FBgn0038437",TRUE,FALSE,"3R",16481861,16482452,"-",592
"Der-2","CG14899","FBgn0038438",TRUE,FALSE,"3R",16482694,16484223,"-",1530
"Cad89D","CG14900","FBgn0038439",FALSE,FALSE,"3R",16484566,16495422,"-",10857
"Gr89a","CG14901","FBgn0038440",FALSE,FALSE,"3R",16497817,16498959,"-",1143
"Decay","CG14902","FBgn0028381",FALSE,FALSE,"3R",16499058,16501050,"-",1993
"CG42342","CG42342","FBgn0259244",TRUE,FALSE,"3R",16502770,16571363,"+",68594
"lncRNA:CR46030","CR46030","FBgn0267694",TRUE,FALSE,"3R",16526931,16527416,"-",486
"CG14891","CG14891","FBgn0038445",TRUE,FALSE,"3R",16571515,16573158,"+",1644
"CG14903","CG14903","FBgn0038446",TRUE,FALSE,"3R",16573179,16573752,"-",574
"Scp2","CG14904","FBgn0020907",FALSE,FALSE,"3R",16574543,16583663,"-",9121
"CG14892","CG14892","FBgn0038447",FALSE,FALSE,"3R",16594414,16597241,"+",2828
"CG10345","CG10345","FBgn0027562",TRUE,FALSE,"3R",16597073,16604861,"-",7789
"NPF","CG10342","FBgn0027109",FALSE,FALSE,"3R",16609220,16611325,"+",2106
"CG12783","CG12783","FBgn0038448",TRUE,FALSE,"3R",16611419,16613400,"-",1982
"CG10340","CG10340","FBgn0022344",TRUE,FALSE,"3R",16613398,16614391,"-",994
"CG17562","CG17562","FBgn0038449",TRUE,FALSE,"3R",16615309,16617154,"+",1846
"CG17560","CG17560","FBgn0038450",FALSE,FALSE,"3R",16617950,16619878,"+",1929
"mir-2494","CR42940","FBgn0262233",FALSE,FALSE,"3R",16618766,16618882,"+",117
"CG14893","CG14893","FBgn0038451",FALSE,FALSE,"3R",16620778,16622702,"+",1925
"CG14905","CG14905","FBgn0038452",TRUE,FALSE,"3R",16622735,16624717,"-",1983
"Fas1","CG6588","FBgn0285925",TRUE,FALSE,"3R",16625238,16639771,"+",14534
"nonA-l","CG10328","FBgn0015520",TRUE,FALSE,"3R",16640205,16643112,"+",2908
"Arl6IP1","CG10326","FBgn0038453",TRUE,FALSE,"3R",16643605,16645171,"+",1567
"CG10324","CG10324","FBgn0038454",TRUE,FALSE,"3R",16645072,16647004,"-",1933
"CCT3","CG8977","FBgn0015019",TRUE,FALSE,"3R",16647605,16649978,"+",2374
"Mettl4","CG14906","FBgn0015351",TRUE,FALSE,"3R",16649981,16651157,"-",1177
"CG14907","CG14907","FBgn0038455",TRUE,FALSE,"3R",16651217,16652319,"-",1103
"modSP","CG31217","FBgn0051217",TRUE,FALSE,"3R",16652446,16655662,"-",3217
"Ubx","CG10388","FBgn0003944",TRUE,FALSE,"3R",16656623,16734426,"-",77804
"lncRNA:bxd","CR31273","FBgn0020556",TRUE,FALSE,"3R",16742125,16773189,"-",31065
"CG31275","CG31275","FBgn0063261",TRUE,FALSE,"3R",16750741,16751334,"-",594
"lncRNA:CR44945","CR44945","FBgn0266250",FALSE,FALSE,"3R",16783497,16784672,"+",1176
"Glut3","CG3853","FBgn0015230",TRUE,FALSE,"3R",16788311,16790021,"+",1711
"lncRNA:CR45750","CR45750","FBgn0267314",FALSE,FALSE,"3R",16800600,16801203,"+",604
"lncRNA:TS16","CR45751","FBgn0267315",FALSE,FALSE,"3R",16801299,16801877,"+",579
"abd-A","CG10325","FBgn0000014",TRUE,FALSE,"3R",16807214,16830049,"-",22836
"lncRNA:iab8","CR43261","FBgn0264857",TRUE,FALSE,"3R",16831116,16923231,"-",92116
"lncRNA:iab4","CR31271","FBgn0020546",TRUE,FALSE,"3R",16850004,16856497,"+",6494
"mir-iab-8","CR42997","FBgn0262290",FALSE,FALSE,"3R",16856275,16856342,"-",68
"mir-iab-4","CR43043","FBgn0262462",FALSE,FALSE,"3R",16856275,16856342,"+",68
"lncRNA:CR43617","CR43617","FBgn0263595",FALSE,FALSE,"3R",16892410,16897861,"+",5452
"Abd-B","CG11648","FBgn0000015",TRUE,FALSE,"3R",16927212,16972236,"-",45025
"lncRNA:CR46267","CR46267","FBgn0278597",FALSE,FALSE,"3R",16951907,16953770,"+",1864
"VhaM9.7-d","CG14909","FBgn0038458",TRUE,FALSE,"3R",16975204,16975697,"+",494
"Actn3","CG8953","FBgn0015008",TRUE,FALSE,"3R",16975885,16977795,"-",1911
"AhcyL2","CG8956","FBgn0015011",FALSE,FALSE,"3R",16978439,16982158,"-",3720
"CG18622","CG18622","FBgn0038460",TRUE,FALSE,"3R",16983510,16987732,"-",4223
"lncRNA:CR45592","CR45592","FBgn0267152",FALSE,FALSE,"3R",16988590,16988884,"-",295
"MESK4","CG31447","FBgn0043069",FALSE,FALSE,"3R",16988814,16990419,"+",1606
"EMC2B","CG3678","FBgn0038461",TRUE,FALSE,"3R",16990334,16991878,"-",1545
"lncRNA:CR45221","CR45221","FBgn0266748",TRUE,FALSE,"3R",16991978,16992976,"+",999
"asRNA:CR45213","CR45213","FBgn0266740",FALSE,FALSE,"3R",16992778,16994041,"-",1264
"CG31274","CG31274","FBgn0051274",FALSE,FALSE,"3R",16993016,16994532,"+",1517
"EMC2A","CG17556","FBgn0038462",TRUE,FALSE,"3R",16994542,16996071,"-",1530
"CG3534","CG3534","FBgn0038463",TRUE,FALSE,"3R",16996446,16999449,"+",3004
"Sf3a1","CG16941","FBgn0266917",TRUE,FALSE,"3R",16999384,17002355,"-",2972
"Irc","CG8913","FBgn0038465",TRUE,FALSE,"3R",17002875,17007208,"+",4334
"CG8907","CG8907","FBgn0038466",FALSE,FALSE,"3R",17008269,17012533,"+",4265
"Pxd","CG3477","FBgn0004577",FALSE,FALSE,"3R",17014576,17027987,"+",13412
"AdSL","CG3590","FBgn0038467",TRUE,FALSE,"3R",17018780,17021120,"-",2341
"CG5225","CG5225","FBgn0038468",FALSE,FALSE,"3R",17028693,17030701,"+",2009
"CG31268","CG31268","FBgn0051268",FALSE,FALSE,"3R",17031802,17033515,"+",1714
"CG4009","CG4009","FBgn0038469",FALSE,FALSE,"3R",17033588,17036045,"-",2458
"CG18213","CG18213","FBgn0038470",TRUE,FALSE,"3R",17036394,17040203,"-",3810
"Trm7-32","CG5220","FBgn0038471",TRUE,FALSE,"3R",17040682,17041895,"+",1214
"CG3995","CG3995","FBgn0038472",TRUE,FALSE,"3R",17041896,17043136,"-",1241
"Patr-1","CG5208","FBgn0266053",TRUE,FALSE,"3R",17043564,17048421,"+",4858
"Dad","CG5201","FBgn0020493",TRUE,FALSE,"3R",17054007,17070408,"+",16402
"Ns1","CG3983","FBgn0038473",TRUE,FALSE,"3R",17070523,17072675,"-",2153
"mRpS11","CG5184","FBgn0038474",TRUE,FALSE,"3R",17072732,17073795,"+",1064
"Keap1","CG3962","FBgn0038475",TRUE,FALSE,"3R",17073942,17079945,"-",6004
"kuk","CG5175","FBgn0038476",TRUE,FALSE,"3R",17080244,17084781,"+",4538
"GckIII","CG5169","FBgn0266465",TRUE,FALSE,"3R",17085513,17087988,"+",2476
"cal1","CG5148","FBgn0038478",TRUE,FALSE,"3R",17088280,17091938,"+",3659
"cher","CG3937","FBgn0014141",TRUE,FALSE,"3R",17091533,17125389,"-",33857
"CG34278","CG34278","FBgn0085307",FALSE,FALSE,"3R",17120465,17120808,"+",344
"CG42779","CG42779","FBgn0261847",FALSE,FALSE,"3R",17121577,17122087,"+",511
"CG45079","CG45079","FBgn0266454",FALSE,FALSE,"3R",17124477,17124786,"+",310
"CG17477","CG17477","FBgn0038479",FALSE,FALSE,"3R",17126088,17126938,"-",851
"asRNA:CR44238","CR44238","FBgn0265169",FALSE,FALSE,"3R",17126984,17127862,"-",879
"CG31269","CG31269","FBgn0051269",FALSE,FALSE,"3R",17127126,17128201,"+",1076
"CG31265","CG31265","FBgn0051265",FALSE,FALSE,"3R",17128212,17129120,"+",909
"CG17475","CG17475","FBgn0038481",FALSE,FALSE,"3R",17129339,17130426,"-",1088
"CG4053","CG4053","FBgn0038482",FALSE,FALSE,"3R",17131211,17132198,"-",988
"CG31266","CG31266","FBgn0051266",FALSE,FALSE,"3R",17132662,17133719,"+",1058
"CG31267","CG31267","FBgn0051267",FALSE,FALSE,"3R",17134197,17135283,"+",1087
"CG5246","CG5246","FBgn0038484",FALSE,FALSE,"3R",17136111,17137195,"+",1085
"CG5255","CG5255","FBgn0038485",FALSE,FALSE,"3R",17137893,17138865,"+",973
"CG5265","CG5265","FBgn0038486",TRUE,FALSE,"3R",17138999,17141168,"+",2170
"TwdlW","CG4060","FBgn0038487",FALSE,FALSE,"3R",17141208,17142404,"-",1197
"m-cup","CG11896","FBgn0038488",TRUE,FALSE,"3R",17144475,17149412,"-",4938
"Det","CG12265","FBgn0264291",TRUE,FALSE,"3R",17149667,17150455,"+",789
"Smug","CG5285","FBgn0038490",TRUE,FALSE,"3R",17150587,17151630,"+",1044
"CG5292","CG5292","FBgn0038491",TRUE,FALSE,"3R",17151861,17153771,"+",1911
"Mur89F","CG4090","FBgn0038492",TRUE,FALSE,"3R",17152995,17202130,"-",49136
"CG31262","CG31262","FBgn0051262",FALSE,FALSE,"3R",17217116,17223074,"-",5959
"beat-IIb","CG4135","FBgn0038494",TRUE,FALSE,"3R",17232253,17265049,"-",32797
"CG44259","CG44259","FBgn0265199",TRUE,FALSE,"3R",17253581,17254129,"-",549
"CG44257","CG44257","FBgn0265197",FALSE,FALSE,"3R",17265278,17265821,"+",544
"lncRNA:CR44258","CR44258","FBgn0265198",FALSE,FALSE,"3R",17270290,17271027,"-",738
"CG31418","CG31418","FBgn0051418",FALSE,FALSE,"3R",17283795,17284511,"+",717
"CG31419","CG31419","FBgn0051419",FALSE,FALSE,"3R",17284648,17285421,"+",774
"lncRNA:CR43489","CR43489","FBgn0263500",FALSE,FALSE,"3R",17286242,17287238,"-",997
"lncRNA:CR43490","CR43490","FBgn0263501",FALSE,FALSE,"3R",17287788,17288818,"+",1031
"beat-IIa","CG14334","FBgn0038498",TRUE,FALSE,"3R",17320004,17366119,"-",46116
"lncRNA:CR44256","CR44256","FBgn0265196",FALSE,FALSE,"3R",17371271,17371757,"-",487
"Brf","CG31256","FBgn0038499",TRUE,FALSE,"3R",17374833,17391337,"-",16505
"lute","CG43226","FBgn0262871",TRUE,FALSE,"3R",17379944,17390265,"+",10322
"lncRNA:CR43196","CR43196","FBgn0262825",FALSE,FALSE,"3R",17382129,17382767,"-",639
"asRNA:CR44160","CR44160","FBgn0265043",TRUE,FALSE,"3R",17391502,17392173,"-",672
"sds22","CG5851","FBgn0028992",TRUE,FALSE,"3R",17391594,17393020,"+",1427
"CREG","CG5413","FBgn0025456",TRUE,FALSE,"3R",17393272,17394640,"-",1369
"Sur-8","CG5407","FBgn0038504",TRUE,FALSE,"3R",17395199,17402515,"-",7317
"CG34279","CG34279","FBgn0085308",TRUE,FALSE,"3R",17402362,17403288,"-",927
"CG34280","CG34280","FBgn0085309",FALSE,FALSE,"3R",17403272,17403718,"-",447
"CG42823","CG42823","FBgn0262005",FALSE,FALSE,"3R",17404487,17405109,"-",623
"CG42824","CG42824","FBgn0262006",FALSE,FALSE,"3R",17406048,17406511,"-",464
"CG42798","CG42798","FBgn0261932",FALSE,FALSE,"3R",17406678,17407534,"+",857
"CG17283","CG17283","FBgn0038505",FALSE,FALSE,"3R",17407876,17409460,"+",1585
"CG5860","CG5860","FBgn0038506",FALSE,FALSE,"3R",17409619,17410840,"+",1222
"CG5863","CG5863","FBgn0038507",FALSE,FALSE,"3R",17411108,17412680,"+",1573
"CG42821","CG42821","FBgn0262003",FALSE,FALSE,"3R",17413077,17413639,"+",563
"CG42822","CG42822","FBgn0262004",FALSE,FALSE,"3R",17413901,17414607,"+",707
"CG5866","CG5866","FBgn0038508",FALSE,FALSE,"3R",17415739,17416505,"+",767
"CG33333","CG33333","FBgn0053333",TRUE,FALSE,"3R",17417467,17418042,"+",576
"asRNA:CR46034","CR46034","FBgn0267701",FALSE,FALSE,"3R",17417502,17418019,"-",518
"CG42834","CG42834","FBgn0262023",FALSE,FALSE,"3R",17418759,17419294,"+",536
"CG42835","CG42835","FBgn0262024",FALSE,FALSE,"3R",17420638,17420989,"+",352
"CG14332","CG14332","FBgn0038509",FALSE,FALSE,"3R",17421690,17422202,"-",513
"cysu","CG5873","FBgn0038511",TRUE,FALSE,"3R",17425768,17446499,"+",20732
"lncRNA:CR46052","CR46052","FBgn0267719",FALSE,FALSE,"3R",17429762,17430106,"+",345
"lncRNA:CR46053","CR46053","FBgn0267720",TRUE,FALSE,"3R",17432381,17432870,"+",490
"CG44090","CG44090","FBgn0264899",FALSE,FALSE,"3R",17433991,17434430,"-",440
"CG14331","CG14331","FBgn0038510",FALSE,FALSE,"3R",17438968,17440728,"-",1761
"Eh","CG5400","FBgn0000564",FALSE,FALSE,"3R",17446642,17448858,"-",2217
"CG14330","CG14330","FBgn0038512",TRUE,FALSE,"3R",17455890,17456776,"-",887
"Dscam3","CG31190","FBgn0261046",TRUE,FALSE,"3R",17473935,17505667,"-",31733
"lncRNA:CR44349","CR44349","FBgn0265449",FALSE,FALSE,"3R",17518210,17519084,"-",875
"CG5823","CG5823","FBgn0038515",TRUE,FALSE,"3R",17532325,17534587,"-",2263
"P5cr-2","CG5840","FBgn0038516",TRUE,FALSE,"3R",17534815,17537136,"+",2322
"l(3)07882","CG5824","FBgn0010926",TRUE,FALSE,"3R",17535533,17539963,"-",4431
"SF1","CG5836","FBgn0025571",TRUE,FALSE,"3R",17540421,17545148,"+",4728
"Prx3","CG5826","FBgn0038519",TRUE,FALSE,"3R",17545222,17546531,"-",1310
"Hmx","CG43748","FBgn0264005",FALSE,FALSE,"3R",17558930,17569097,"+",10168
"Sgs5bis","CG7587","FBgn0038523",FALSE,FALSE,"3R",17594386,17595057,"+",672
"Sgs5","CG7596","FBgn0003375",FALSE,FALSE,"3R",17595362,17596112,"+",751
"CG7606","CG7606","FBgn0040565",FALSE,FALSE,"3R",17596536,17598453,"+",1918
"sll","CG7623","FBgn0038524",TRUE,FALSE,"3R",17606106,17608541,"+",2436
"CG14329","CG14329","FBgn0038525",FALSE,FALSE,"3R",17609359,17610533,"+",1175
"Edg91","CG7539","FBgn0004554",FALSE,FALSE,"3R",17610856,17611511,"-",656
"CG34281","CG34281","FBgn0085310",FALSE,FALSE,"3R",17612887,17613404,"+",518
"CG14327","CG14327","FBgn0038526",FALSE,FALSE,"3R",17613709,17614933,"+",1225
"tRNA:Val-CAC-1-1","CR31572","FBgn0012002",FALSE,FALSE,"3R",17617761,17617833,"+",73
"tRNA:Pro-TGG-1-1","CR31567","FBgn0011944",FALSE,FALSE,"3R",17618110,17618181,"-",72
"CG14324","CG14324","FBgn0038527",FALSE,FALSE,"3R",17618281,17618799,"-",519
"CG14326","CG14326","FBgn0038528",FALSE,FALSE,"3R",17619100,17619688,"+",589
"tRNA:Ala-AGC-2-2","CR31570","FBgn0051570",FALSE,FALSE,"3R",17619738,17619810,"+",73
"tRNA:Pro-TGG-1-2","CR31571","FBgn0011945",FALSE,FALSE,"3R",17619961,17620032,"+",72
"tRNA:Ala-AGC-2-3","CR31574","FBgn0011840",FALSE,FALSE,"3R",17620144,17620216,"-",73
"CG14323","CG14323","FBgn0038529",FALSE,FALSE,"3R",17621199,17622112,"-",914
"tRNA:Ala-AGC-2-4","CR33534","FBgn0053534",FALSE,FALSE,"3R",17622546,17622618,"+",73
"tRNA:Thr-AGT-1-5","CR31589","FBgn0011993",FALSE,FALSE,"3R",17624565,17624638,"-",74
"tRNA:Thr-AGT-1-6","CR31590","FBgn0011994",FALSE,FALSE,"3R",17624806,17624879,"-",74
"AttD","CG7629","FBgn0038530",FALSE,FALSE,"3R",17625268,17626086,"+",819
"CG14325","CG14325","FBgn0038531",FALSE,FALSE,"3R",17627127,17629012,"+",1886
"tRNA:Val-AAC-1-2","CR31591","FBgn0051591",FALSE,FALSE,"3R",17629086,17629158,"-",73
"CG43175","CG43175","FBgn0262794",TRUE,FALSE,"3R",17630717,17645262,"+",14546
"tRNA:Ala-AGC-2-5","CR31569","FBgn0051569",FALSE,FALSE,"3R",17631042,17631114,"-",73
"tRNA:Pro-TGG-1-3","CR31573","FBgn0051573",FALSE,FALSE,"3R",17631679,17631750,"+",72
"lncRNA:CR45222","CR45222","FBgn0266749",FALSE,FALSE,"3R",17638778,17639627,"+",850
"tRNA:Ala-AGC-2-6","CR31568","FBgn0051568",FALSE,FALSE,"3R",17645307,17645379,"-",73
"tRNA:Pro-TGG-1-4","CR31578","FBgn0051578",FALSE,FALSE,"3R",17645610,17645681,"+",72
"tRNA:Ala-AGC-2-7","CR31579","FBgn0051579",FALSE,FALSE,"3R",17646368,17646440,"+",73
"tRNA:Ala-AGC-2-8","CR31580","FBgn0051580",FALSE,FALSE,"3R",17646683,17646755,"-",73
"lncRNA:CR45223","CR45223","FBgn0266750",TRUE,FALSE,"3R",17646903,17653478,"-",6576
"CG14322","CG14322","FBgn0038532",TRUE,FALSE,"3R",17647679,17669985,"+",22307
"tRNA:Ala-AGC-1-1","CR31577","FBgn0051577",FALSE,FALSE,"3R",17657145,17657217,"+",73
"tRNA:Ala-AGC-2-9","CR31575","FBgn0051575",FALSE,FALSE,"3R",17658381,17658453,"-",73
"CG45045","CG45045","FBgn0266405",FALSE,FALSE,"3R",17667572,17667825,"+",254
"tRNA:Ala-AGC-2-10","CR31576","FBgn0051576",FALSE,FALSE,"3R",17668187,17668259,"+",73
"CG7523","CG7523","FBgn0038533",TRUE,FALSE,"3R",17669144,17670895,"-",1752
"Mps1","CG7643","FBgn0000063",TRUE,FALSE,"3R",17671271,17673828,"+",2558
"alt","CG18212","FBgn0038535",TRUE,FALSE,"3R",17673732,17682515,"-",8784
"CG7655","CG7655","FBgn0038536",TRUE,FALSE,"3R",17682669,17683773,"+",1105
"CG31251","CG31251","FBgn0051251",TRUE,FALSE,"3R",17683740,17684915,"-",1176
"CG31360","CG31360","FBgn0051360",TRUE,FALSE,"3R",17685097,17685807,"+",711
"CG31249","CG31249","FBgn0051249",TRUE,FALSE,"3R",17685689,17687071,"-",1383
"osa","CG7467","FBgn0261885",TRUE,FALSE,"3R",17687818,17718350,"-",30533
"lncRNA:CR46036","CR46036","FBgn0267703",TRUE,FALSE,"3R",17700741,17701873,"+",1133
"lncRNA:CR46035","CR46035","FBgn0267702",TRUE,FALSE,"3R",17703695,17705581,"+",1887
"Pxt","CG7660","FBgn0261987",TRUE,FALSE,"3R",17719454,17722955,"+",3502
"Atg8b","CG12334","FBgn0038539",TRUE,FALSE,"3R",17724410,17725063,"-",654
"Lgr1","CG7665","FBgn0016650",TRUE,FALSE,"3R",17725777,17733207,"+",7431
"CG14321","CG14321","FBgn0038540",TRUE,FALSE,"3R",17733598,17734381,"+",784
"TyrRII","CG16766","FBgn0038541",FALSE,FALSE,"3R",17736611,17747470,"+",10860
"TyrR","CG7431","FBgn0038542",TRUE,FALSE,"3R",17750129,17763188,"-",13060
"CG43102","CG43102","FBgn0262562",TRUE,FALSE,"3R",17768272,17794490,"-",26219
"pasi1","CG7713","FBgn0038545",TRUE,FALSE,"3R",17795075,17796317,"+",1243
"CG7379","CG7379","FBgn0038546",TRUE,FALSE,"3R",17796376,17798304,"-",1929
"CG17803","CG17803","FBgn0038547",TRUE,FALSE,"3R",17798877,17801512,"-",2636
"CG17806","CG17806","FBgn0038548",TRUE,FALSE,"3R",17801542,17803260,"-",1719
"Nnk","CG17802","FBgn0038549",TRUE,FALSE,"3R",17803225,17805249,"-",2025
"CG17801","CG17801","FBgn0038550",TRUE,FALSE,"3R",17805679,17807085,"-",1407
"Odj","CG7357","FBgn0038551",TRUE,FALSE,"3R",17807407,17809222,"-",1816
"Alg1","CG18012","FBgn0038552",TRUE,FALSE,"3R",17809401,17811134,"-",1734
"tinc","CG31247","FBgn0261649",TRUE,FALSE,"3R",17811541,17872507,"+",60967
"Rim","CG33547","FBgn0053547",TRUE,FALSE,"3R",17872748,17916578,"-",43831
"CG12347","CG12347","FBgn0038558",TRUE,FALSE,"3R",17906445,17907451,"+",1007
"CG43445","CG43445","FBgn0263399",FALSE,FALSE,"3R",17911376,17912045,"+",670
"cpo","CG43738","FBgn0263995",TRUE,FALSE,"3R",17919832,18018892,"+",99061
"DNaseII","CG7780","FBgn0000477",TRUE,FALSE,"3R",18019375,18021161,"+",1787
"CG7785","CG7785","FBgn0038564",TRUE,FALSE,"3R",18021600,18023689,"+",2090
"CG7794","CG7794","FBgn0038565",TRUE,FALSE,"3R",18023707,18025378,"+",1672
"htl","CG7223","FBgn0010389",TRUE,FALSE,"3R",18045216,18052984,"-",7769
"bard","CG14317","FBgn0038566",FALSE,FALSE,"3R",18081048,18082583,"+",1536
"sr","CG7847","FBgn0003499",TRUE,FALSE,"3R",18090803,18135583,"+",44781
"tRNA:Gly-TCC-1-3","CR31242","FBgn0051242",FALSE,FALSE,"3R",18108637,18108708,"+",72
"tRNA:Gly-TCC-1-4","CR31518","FBgn0051518",FALSE,FALSE,"3R",18108993,18109064,"+",72
"CG14316","CG14316","FBgn0038567",TRUE,FALSE,"3R",18152120,18153640,"+",1521
"lncRNA:CR45103","CR45103","FBgn0266564",TRUE,FALSE,"3R",18157693,18158297,"+",605
"asRNA:CR45104","CR45104","FBgn0266565",TRUE,FALSE,"3R",18158345,18159924,"-",1580
"CG14315","CG14315","FBgn0038568",TRUE,FALSE,"3R",18158701,18159471,"+",771
"CG7218","CG7218","FBgn0038569",TRUE,FALSE,"3R",18161392,18164397,"-",3006
"Cbp20","CG12357","FBgn0022943",TRUE,FALSE,"3R",18164661,18165439,"+",779
"Prx5","CG7217","FBgn0038570",FALSE,FALSE,"3R",18165442,18167273,"-",1832
"CG7215","CG7215","FBgn0038571",FALSE,FALSE,"3R",18165442,18167273,"-",1832
"wrd","CG7913","FBgn0042693",TRUE,FALSE,"3R",18167757,18180049,"+",12293
"cdm","CG7212","FBgn0261532",TRUE,FALSE,"3R",18179275,18183479,"-",4205
"CG7208","CG7208","FBgn0038575",TRUE,FALSE,"3R",18183656,18185715,"-",2060
"Arp5","CG7940","FBgn0038576",TRUE,FALSE,"3R",18185498,18187875,"+",2378
"CG12321","CG12321","FBgn0038577",TRUE,FALSE,"3R",18187805,18188707,"-",903
"MED17","CG7957","FBgn0038578",TRUE,FALSE,"3R",18189072,18191265,"+",2194
"CG14313","CG14313","FBgn0038579",FALSE,FALSE,"3R",18191244,18191967,"-",724
"Ssdp","CG7187","FBgn0011481",TRUE,FALSE,"3R",18192494,18199595,"-",7102
"CG7985","CG7985","FBgn0028499",TRUE,FALSE,"3R",18199857,18215001,"+",15145
"CG44158","CG44158","FBgn0265041",TRUE,FALSE,"3R",18208779,18209282,"+",504
"CG14314","CG14314","FBgn0038581",TRUE,FALSE,"3R",18216142,18218014,"+",1873
"CG7183","CG7183","FBgn0038583",TRUE,FALSE,"3R",18218147,18220699,"-",2553
